Strategy,Tier,Ticker,Signal Date,rows,pnl,risk,gap_atr,size_mult,any_eodd,all_tgt,all_time,far_time,far_R,entry,R,year,era,path_gap,path_size,exit_pos,rank_2d,rank_5d,rank_10d,rank_21d,extremity,cell,sector,semis,megacap_tech,theme
Overbot Vol Spike,Liquid,NUE,2021-05-07,2,5552.0,3472.222222222222,0.5216962342011379,1.0,False,True,False,False,1.9999855307732504,2021-05-10,1.598976,2021,base,P1,P1,Target,96.74054758800521,99.77636973537085,99.77616116396194,98.42990654205607,98.68074625734852,top,Basic Materials,False,False,False
Overbot Vol Spike,Overflow,STLD,2021-05-06,2,-446.0,900.0,0.09472967553548477,0.2,False,False,True,True,-0.4964207149694761,2021-05-07,-0.4955555555555556,2021,base,P2,P2,Time,85.22727272727273,96.08574091332713,98.80597014925372,94.18582912693961,93.5762032291983,bottom,Basic Materials,False,False,False
Overbot Vol Spike,Overflow,RRC,2021-05-14,2,-408.0,900.0,0.07770368095065627,0.2,False,False,True,True,-0.45442974460955277,2021-05-17,-0.4533333333333333,2021,base,P2,P2,Time,96.66914774841831,96.66728728355986,99.1613865076407,98.35667600373482,97.71362438583843,top,Energy,False,False,False
Overbot Vol Spike,Overflow,MUR,2021-06-01,2,517.0,900.0,0.22658280711102152,0.2,False,False,True,True,0.5757031085296113,2021-06-02,0.5744444444444444,2021,base,P2,P2,Time,98.49582172701949,93.60832404310665,91.94718244374187,98.77003354453969,95.70534043960193,top,Energy,False,False,False
Overbot Vol Spike,Liquid,OXY,2021-06-24,2,995.0,900.0,0.11387896531718146,0.2,False,False,False,True,1.1770494110765524,2021-06-25,1.1055555555555556,2021,base,P2,P2,Mixed,96.5012958163643,98.62937581033525,96.0882461994809,98.84822589634034,97.5167859306302,top,Energy,False,False,False
Overbot Vol Spike,Overflow,WULF,2021-06-25,2,3956.0,4500.0,0.4540541978713656,1.0,False,False,False,True,0.7986492530699383,2021-06-28,0.8791111111111111,2021,base,P1,P1,Mixed,100.0,100.0,99.98146431881372,99.962852897474,99.98607930407192,top,Financial Services,False,False,False
Overbot Vol Spike,Overflow,ASTH,2021-07-06,2,-569.0,900.0,0.1993212035850661,0.2,False,False,False,True,-1.7177023508633125,2021-07-07,-0.6322222222222222,2021,base,P2,P2,Mixed,92.06451612903226,91.05586051017114,92.5614489003881,96.72184355728659,93.10091727421953,bottom,Healthcare,False,False,False
Overbot Vol Spike,Overflow,CMRE,2021-09-03,2,353.0,900.0,0.01816079876312422,0.2,False,False,False,True,-0.012651408748018653,2021-09-07,0.39222222222222225,2021,base,P2,P2,Mixed,91.37614678899084,97.09772226304189,99.74236290025765,99.81522542498152,97.00786434431798,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,URA,2021-09-10,2,7198.0,4500.0,1.4519339403247096,1.0,False,True,False,False,1.9999982935390852,2021-09-13,1.5995555555555556,2021,base,P1,P1,Target,97.80058651026393,98.89908256880734,100.0,99.63086009597637,99.08263229376192,top,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,CCJ,2021-09-10,2,7198.0,4500.0,1.1445944471071816,1.0,False,True,False,False,1.9999995305272225,2021-09-13,1.5995555555555556,2021,base,P1,P1,Target,96.11436950146629,99.1197505960022,99.96328928046991,99.5217951075961,98.67980112138363,top,Energy,False,False,False
Overbot Vol Spike,Overflow,BRSL,2021-09-23,1,-268.0,900.0,0.18880521156114546,0.2,True,False,False,False,,2021-09-24,-0.29777777777777775,2021,base,P2,P2,EOD-DD,97.73101555352241,91.54155986818016,87.39234011361555,94.08740359897172,92.68807978357246,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Liquid,COP,2021-09-23,2,-1270.0,900.0,0.043126091693616725,0.2,False,False,True,True,-1.4117044467643192,2021-09-24,-1.4111111111111112,2021,base,P2,P2,Time,98.7740164684355,96.46649578908824,98.4973428623786,95.73999265515975,97.36946194376553,top,Energy,False,False,False
Overbot Vol Spike,Overflow,BRSL,2021-09-24,2,-480.0,721.1538461538462,0.22378305417510277,0.2,False,False,True,True,-0.6643350237911828,2021-09-27,-0.6656,2021,base,P2,P2,Time,98.75594584705452,96.79663188724145,97.45327958959325,95.77749219753993,97.19583738035729,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,OVV,2021-09-24,2,-1510.0,3605.7692307692314,0.47629477969058553,1.0,False,False,True,True,-0.4191083554594031,2021-09-27,-0.4187733333333333,2021,base,P1,P1,Time,92.8177922872883,86.19844834626377,89.4543225015328,93.17902498975829,90.41239703121079,bottom,Energy,False,False,False
Overbot Vol Spike,Overflow,RRC,2021-09-24,2,-621.0,3605.7692307692314,0.7456200731683769,1.0,False,False,True,True,-0.17221423564732288,2021-09-27,-0.17222399999999996,2021,base,P1,P1,Time,96.0482985729967,87.5709317224968,95.10809820447051,98.75160638883789,94.36973372220046,top,Energy,False,False,False
Overbot Vol Spike,Liquid,OXY,2021-10-04,2,918.0,1157.4074074074074,0.39334066321087113,1.0,False,False,False,True,0.6553068427117922,2021-10-05,0.793152,2021,base,P1,P1,Mixed,98.3735380116959,89.74218321448161,99.15812591508053,97.0841738492573,96.08950524762884,top,Energy,False,False,False
Overbot Vol Spike,Overflow,EQNR,2021-10-04,2,371.0,231.48148148148147,0.205881606855562,0.2,False,True,False,False,1.999955541071949,2021-10-05,1.6027200000000001,2021,base,P2,P2,Target,91.67482859941234,95.0999607996864,98.48930743574653,97.95517105780574,95.80481697316274,top,ETF/Index,False,False,False
Overbot Vol Spike,Overflow,RRC,2021-10-01,2,3836.0,2533.783783783784,0.5872326908055061,1.0,False,False,False,True,1.8563781090836844,2021-10-04,1.5139413333333331,2021,base,P1,P1,Mixed,85.57850484372143,95.48280907095831,96.99798645432912,98.84446074834923,94.22594027933951,top,Energy,False,False,False
Overbot Vol Spike,Liquid,COP,2021-10-01,2,1440.0,2533.7837837837837,0.36649035406899283,1.0,False,False,False,True,0.2808922952533483,2021-10-04,0.56832,2021,base,P1,P1,Mixed,89.49003838420764,96.70811997073885,99.39593629873696,99.3580337490829,96.23803210069158,top,Energy,False,False,False
Overbot Vol Spike,Overflow,PSX,2021-10-07,2,-1512.0,4500.0,0.2943456029054472,1.0,False,False,True,True,-0.3361605925754977,2021-10-08,-0.336,2021,base,P1,P1,Time,85.63049853372434,99.11912751677853,98.15048339638504,96.11486486486487,94.7537435779382,top,Energy,False,False,False
Overbot Vol Spike,Overflow,CAR,2021-10-11,2,474.0,900.0,0.15889426130105944,0.2,False,False,False,True,0.22131312506169476,2021-10-12,0.5266666666666666,2021,base,P2,P2,Mixed,97.8455358773051,96.96748264523201,94.09398427500457,98.60754855258337,96.87863783753126,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,HP,2021-10-15,2,-2842.0,4464.285714285714,0.35287371880193413,1.0,False,False,True,True,-0.6368705673673271,2021-10-18,-0.6366080000000001,2021,base,P1,P1,Time,88.30505382229519,86.96604600219058,95.54175041110908,96.63127059685097,91.86103020811146,bottom,Energy,False,False,False
Overbot Vol Spike,Overflow,SIG,2021-11-04,2,6230.0,4500.0,0.4966214995599852,1.0,False,False,False,True,1.6422367202418164,2021-11-05,1.3844444444444444,2021,base,P1,P1,Mixed,95.92356687898089,98.19737800437,95.75359941680335,94.72242512783053,96.1492423569962,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,MLI,2021-11-05,2,-415.0,4500.0,0.417913700186915,1.0,False,False,True,True,-0.09234338980182324,2021-11-08,-0.09222222222222222,2021,base,P1,P1,Time,92.04876273653566,94.3200436919716,98.1231778425656,99.74438561256163,96.05909247090862,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,ASTH,2021-11-12,2,126.0,900.0,0.011197392197531587,0.2,False,False,False,True,-0.4273106925813105,2021-11-15,0.14,2021,base,P2,P2,Mixed,91.00877192982456,94.57510191282533,96.57663316582915,92.40466435549952,93.64129284099464,bottom,Healthcare,False,False,False
Overbot Vol Spike,Overflow,MKC,2021-12-03,2,7198.0,4500.0,0.32603212103903306,1.0,False,True,False,False,1.9999976869702187,2021-12-06,1.5995555555555556,2021,base,P1,P1,Target,92.23934723481413,91.41872278664731,94.18921372798256,91.44832605531296,92.32390245118924,bottom,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,ST,2022-01-03,2,2347.0,3375.0,0.6502298059716678,0.75,False,False,False,True,0.4926337538159657,2022-01-04,0.6954074074074074,2022,base,P1,P1,Mixed,85.47410894418292,85.52675866711546,96.4261631827377,87.44500846023688,88.71800981356823,bottom,Technology,False,False,False
Overbot Vol Spike,Overflow,CPAY,2022-01-04,2,231.0,675.0,0.2221040986503519,0.15,False,False,False,True,-0.09769591716353052,2022-01-05,0.3422222222222222,2022,base,P2,P2,Mixed,97.69866954332974,91.93664506839453,97.90840245221781,94.7501810282404,95.5734745230456,top,Technology,False,False,False
Overbot Vol Spike,Liquid,T,2022-01-04,2,-3477.0,3375.0,0.6395864291058541,0.75,False,False,True,True,-1.0302009036355022,2022-01-05,-1.0302222222222222,2022,base,P1,P1,Time,96.73049132947978,87.43900234953912,92.09479015918957,93.3478339677361,92.40302945148615,bottom,Communication Services,False,False,False
Overbot Vol Spike,Overflow,FIS,2022-01-05,2,1076.0,675.0,0.04286513974344457,0.15,False,True,False,False,1.9999476215160497,2022-01-06,1.594074074074074,2022,base,P2,P2,Target,88.0998452012384,96.47628267182962,90.65891472868218,90.98854146436202,91.55589601652805,bottom,Technology,False,False,False
Overbot Vol Spike,Liquid,CPB,2022-01-05,2,-707.0,675.0,0.1498348840823769,0.15,False,False,True,True,-1.0478680754765477,2022-01-06,-1.0474074074074073,2022,base,P2,P2,Time,89.81397868882067,89.55547524394652,92.25899801049015,92.13483146067416,90.94082085098287,bottom,Consumer Defensive,False,False,False
Overbot Vol Spike,Liquid,CPB,2022-01-06,2,617.0,675.0,0.1559425878567814,0.15,False,False,False,True,0.8579607057897678,2022-01-07,0.914074074074074,2022,base,P2,P2,Mixed,94.78150957024197,95.9349593495935,97.124773960217,96.32179742707012,96.04076007678064,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,GL,2022-01-06,2,-447.0,675.0,0.10231643812578771,0.15,False,False,True,True,-0.6629534460675132,2022-01-07,-0.6622222222222223,2022,base,P2,P2,Time,85.35572408811845,95.19421860885275,95.623869801085,91.04910309838739,91.80572889911089,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,ATI,2022-01-07,2,-704.0,675.0,0.01811167716099547,0.15,False,False,True,True,-1.0430060240700547,2022-01-10,-1.0429629629629629,2022,base,P2,P2,Time,91.0814226394656,96.6221098265896,94.35906707647803,90.1086956521739,93.04282379867678,bottom,Industrials,False,False,False
Overbot Vol Spike,Overflow,BTI,2022-01-12,2,-12578.0,3375.0,0.45529131479333523,0.75,False,False,True,True,-3.7269781205956547,2022-01-13,-3.726814814814815,2022,base,P1,P1,Time,89.40815590039696,95.73930312330745,97.10878207444887,97.55567626290059,94.95297934026347,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,CCL,2022-01-12,2,741.0,675.0,0.10405526530404034,0.15,False,False,False,True,1.1662099882993202,2022-01-13,1.0977777777777777,2022,base,P2,P2,Mixed,92.56586070010826,89.09550460371908,88.20021684134441,97.17544812601847,91.75925756779755,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Overflow,ROL,2022-03-01,2,189.0,675.0,0.059361754396538034,0.15,False,False,False,True,-0.19994803810098982,2022-03-02,0.28,2022,base,P2,P2,Mixed,91.76533907427341,96.53563094597021,92.41825368307582,91.1971197119712,92.97908585382267,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Liquid,NOC,2022-03-04,2,4535.0,2840.909090909091,0.25076621167692975,0.75,False,True,False,False,1.9999868289292637,2022-03-07,1.59632,2022,base,P1,P1,Target,94.5311099157253,99.73089343379978,99.56904291614293,99.44224541201872,98.31832291942168,top,Industrials,False,False,False
Overbot Vol Spike,Overflow,MRCY,2022-03-04,2,909.0,568.1818181818182,0.22504218650793395,0.15,False,True,False,False,1.9999722955456694,2022-03-07,1.59984,2022,base,P2,P2,Target,93.49112426035504,98.94151417294582,98.90465074519662,97.73299748110831,97.26757166490145,top,Industrials,False,False,False
Overbot Vol Spike,Liquid,CEF,2022-03-07,2,3225.0,3024.1935483870966,0.5107296506237969,0.75,False,False,False,True,1.1105117708145467,2022-03-08,1.0664,2022,base,P1,P1,Mixed,96.18142703477949,96.17937219730942,94.39856373429085,96.92390717754992,95.92081753598242,top,Commodity,False,False,False
Overbot Vol Spike,Liquid,GLD,2022-03-07,2,4835.0,3024.1935483870966,0.7729090170113281,0.75,False,True,False,False,1.9999905141505177,2022-03-08,1.5987733333333334,2022,base,P1,P1,Target,97.61029411764706,96.64290641526789,93.02486187845304,96.6766674359566,95.98868246183113,top,Commodity,False,False,False
Overbot Vol Spike,Liquid,CVX,2022-03-07,2,57.0,3024.193548387097,0.48349845487781123,0.75,False,False,False,True,-0.6365838805476396,2022-03-08,0.018847999999999997,2022,base,P1,P1,Mixed,95.98422373610613,99.64125560538116,99.80251346499102,99.31642381723331,98.68610415592791,top,Energy,False,False,False
Overbot Vol Spike,Overflow,GDXJ,2022-03-07,2,4838.0,3024.1935483870966,0.5652582910135528,0.75,False,True,False,False,1.9999955054419558,2022-03-08,1.5997653333333335,2022,base,P1,P1,Target,90.8327953518399,95.63812600969305,91.84466019417475,97.36927573887625,93.92121432364598,bottom,Basic Materials,False,False,False
Overbot Vol Spike,Liquid,USO,2022-03-04,2,908.0,568.1818181818182,0.15889927390842146,0.15,False,True,False,False,1.999976313430496,2022-03-07,1.5980799999999997,2022,base,P2,P2,Target,96.85157421289355,99.74993748437109,99.97496244366549,99.49786593020336,99.01858501778338,top,Energy,False,False,False
Overbot Vol Spike,Overflow,HP,2022-03-04,2,803.0,2840.909090909091,0.3194585122659545,0.75,False,False,False,True,-0.1958646305213531,2022-03-07,0.282656,2022,base,P1,P1,Mixed,86.30087860857091,98.56476498026552,94.86442808403663,98.95645915797049,94.67163270771088,top,Energy,False,False,False
Overbot Vol Spike,Liquid,CEF,2022-03-04,2,-204.0,2840.909090909091,0.252821303049991,0.75,False,False,True,True,-0.07166975746309845,2022-03-07,-0.071808,2022,base,P1,P1,Time,87.68154922001075,94.85109436670255,88.25641946489495,94.38646995322058,91.2938832512072,bottom,Commodity,False,False,False
Overbot Vol Spike,Liquid,GLD,2022-03-04,2,503.0,2840.909090909091,0.3217926837100431,0.75,False,False,True,True,0.1774579525406846,2022-03-07,0.177056,2022,base,P1,P1,Time,93.21994943691105,95.3541858325667,85.37877043518304,94.48291782086797,92.10895588138219,bottom,Commodity,False,False,False
Overbot Vol Spike,Overflow,DBC,2022-03-04,2,4545.0,2840.909090909091,0.37795714368491323,0.75,False,True,False,False,1.9999974529728486,2022-03-07,1.59984,2022,base,P1,P1,Target,99.70341077607515,100.0,100.0,100.0,99.92585269401879,top,Commodity,False,False,False
Overbot Vol Spike,Liquid,USO,2022-03-07,2,4836.0,3024.1935483870966,0.9900616857842347,0.75,False,True,False,False,1.9999905141505177,2022-03-08,1.599104,2022,base,P1,P1,Target,99.47539345490883,99.775,99.97496871088862,99.62349397590361,99.71221403542526,top,Energy,False,False,False
Overbot Vol Spike,Overflow,BEP,2022-03-07,2,-1137.0,604.8387096774194,0.0588521457540622,0.15,False,False,True,True,-1.878996618395325,2022-03-08,-1.87984,2022,base,P2,P2,Time,97.14773281326183,96.02342034642597,98.97410845139228,99.4366887092824,97.89548758009062,top,Utilities,False,False,False
Overbot Vol Spike,Overflow,BEP,2022-03-08,2,-737.0,675.0,0.07677124288895971,0.15,False,False,True,True,-1.0923799752803693,2022-03-09,-1.0918518518518519,2022,base,P2,P2,Time,97.48964172556666,97.48780487804878,99.63369963369964,99.36336924583742,98.49362887078811,top,Utilities,False,False,False
Overbot Vol Spike,Liquid,LLY,2022-03-18,2,792.0,675.0,0.018488847977145662,0.15,False,False,False,True,1.2997998239495732,2022-03-21,1.1733333333333333,2022,base,P2,P2,Mixed,96.40236262752819,97.7256446991404,96.30758200394337,98.02442528735632,97.11500365449207,top,Healthcare,False,False,False
Overbot Vol Spike,Liquid,LLY,2022-03-17,2,620.0,675.0,0.05095748286428479,0.15,False,False,False,True,0.8765518373654057,2022-03-18,0.9185185185185185,2022,base,P2,P2,Mixed,95.39921231650555,97.04459967759269,97.20329867335963,98.00610741871745,96.91330452154384,top,Healthcare,False,False,False
Overbot Vol Spike,Overflow,EQT,2022-03-24,1,-1201.0,675.0,0.07258147800175814,0.15,True,False,False,False,,2022-03-25,-1.7792592592592593,2022,base,P2,P2,EOD-DD,98.78375961366483,98.56836077308519,97.20580333154219,99.56927494615937,98.5317996661129,top,Energy,False,False,False
Overbot Vol Spike,Liquid,EXC,2022-03-30,2,605.0,675.0,0.21774726479140205,0.15,False,False,False,True,0.8268491204030707,2022-03-31,0.8962962962962963,2022,base,P2,P2,Mixed,91.08132260947275,98.99856938483548,97.51208161804188,97.05882352941177,96.16269928544047,top,Utilities,False,False,False
Overbot Vol Spike,Overflow,AVAV,2022-04-11,2,2918.0,3375.0,0.34912079379402783,0.75,False,False,False,True,0.7757698568550785,2022-04-12,0.8645925925925926,2022,base,P1,P1,Mixed,87.1051944661968,94.82758620689656,91.65576772168454,99.501573976915,93.27253059292322,bottom,Industrials,False,False,False
Overbot Vol Spike,Overflow,CRK,2022-04-14,2,1596.0,3375.0,0.3914625747936713,0.75,False,False,False,True,0.12159488695891596,2022-04-18,0.4728888888888889,2022,base,P1,P1,Mixed,95.23724580806278,96.96591111904337,96.67738478027867,99.51673527832469,97.09931924642737,top,Energy,False,False,False
Overbot Vol Spike,Overflow,CTRA,2022-04-14,2,-544.0,3375.0,0.568232601692251,0.75,False,False,True,True,-0.16112832824521683,2022-04-18,-0.16118518518518518,2022,base,P1,P1,Time,86.24687834463074,95.23469569873282,87.76348695962844,98.13853588688026,91.84589922246806,bottom,Energy,False,False,False
Overbot Vol Spike,Liquid,SYY,2022-04-20,2,5399.0,3375.0,0.5041987471636639,0.75,False,True,False,False,1.9999917405486385,2022-04-21,1.5997037037037036,2022,base,P1,P1,Target,95.82813335710465,94.9696753478416,95.17943224424211,95.34883720930233,95.33151953962266,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,EQT,2022-05-25,2,463.0,675.0,0.051354717563644126,0.15,False,False,False,True,0.48220690876558786,2022-05-26,0.6859259259259259,2022,base,P2,P2,Mixed,95.29641462548811,99.00550523885633,99.16459296125133,96.99020480854853,97.61417940853607,top,Energy,False,False,False
Overbot Vol Spike,Overflow,CTRA,2022-05-25,2,2555.0,3375.0,0.2765528586448477,0.75,False,False,True,True,0.7569119176153495,2022-05-26,0.7570370370370371,2022,base,P1,P1,Time,91.85303514376997,95.95098561534363,97.40490579452542,96.31344612644702,95.38059317002151,top,Energy,False,False,False
Overbot Vol Spike,Overflow,CVE,2022-05-31,2,-22.0,3375.0,0.294872922108923,0.75,False,False,True,True,-0.006412902024594907,2022-06-01,-0.006518518518518518,2022,base,P1,P1,Time,91.97589597209007,85.33333333333334,91.79650238473768,96.20293554562859,91.32716680894741,bottom,Energy,False,False,False
Overbot Vol Spike,Overflow,DINO,2022-06-03,2,-1116.0,675.0,0.08836886114915564,0.15,False,False,True,True,-1.652713815025956,2022-06-06,-1.6533333333333333,2022,base,P2,P2,Time,89.80496453900709,91.75093134646089,94.38920454545455,94.00462551147483,92.48743148559934,bottom,Energy,False,False,False
Overbot Vol Spike,Overflow,DINO,2022-06-06,2,-649.0,675.0,0.021829936471811202,0.15,False,False,True,True,-0.9632728896677889,2022-06-07,-0.9614814814814815,2022,base,P2,P2,Time,92.14678248537493,93.08265342319972,95.81040298242499,97.1718249733191,94.5529159660797,top,Energy,False,False,False
Overbot Vol Spike,Liquid,XOM,2022-06-07,2,1078.0,675.0,0.045732666260974164,0.15,False,True,False,False,1.9999933581437306,2022-06-08,1.597037037037037,2022,base,P2,P2,Target,97.14640198511167,98.31530413193829,98.11856585019524,97.81255557531566,97.84820688564022,top,Energy,False,False,False
Overbot Vol Spike,Overflow,EDU,2022-06-13,2,-5991.0,3375.0,0.8327641127583646,0.75,False,False,True,True,-1.7755933474144814,2022-06-14,-1.775111111111111,2022,base,P1,P1,Time,99.57081545064378,99.39363314805458,99.94940551479888,100.0,99.7284635283743,top,Consumer Defensive,False,False,False
Overbot Vol Spike,Overflow,MSTR,2022-07-18,2,-5851.0,3375.0,0.681866891504139,0.75,False,False,True,True,-1.7343571532821649,2022-07-19,-1.7336296296296296,2022,base,P1,P1,Time,96.24272358440642,93.62866219555241,97.8272390037096,94.56637168141593,95.56624911627108,top,Technology,False,False,False
Overbot Vol Spike,Overflow,DKS,2022-07-19,2,-90.0,675.0,0.032312045964056894,0.15,False,False,True,True,-0.13435870552420076,2022-07-20,-0.13333333333333333,2022,base,P2,P2,Time,90.60551196942265,93.51851851851852,94.72093491839613,98.12197092084006,94.24173408179435,top,Consumer Cyclical,False,False,False
Overbot Vol Spike,Liquid,LOW,2022-07-21,2,5395.0,3375.0,0.2903906855031877,0.75,False,True,False,False,1.9999830845853326,2022-07-22,1.5985185185185184,2022,base,P1,P1,Target,85.13751763046544,93.96718998059622,88.25918079096046,91.1728285865912,89.63417924715333,bottom,Consumer Cyclical,False,False,False
3x ETF Overbot Fade,Liquid,NAIL,2022-07-21,1,6943.0,4500.0,0.2658112819826792,1.0,False,False,True,False,,2022-07-22,1.542888888888889,2022,base,P1,P1,Time,88.97185525560023,94.53394706559264,89.32487016733988,99.07084785133566,92.9753800849671,bottom,UNKNOWN,False,False,False
Overbot Vol Spike,Liquid,UNG,2022-07-22,2,74.0,675.0,0.237805619117677,0.15,False,False,True,True,0.10975875839141258,2022-07-25,0.10962962962962963,2022,base,P2,P2,Time,93.77928162415408,99.08830424589738,99.92175273865415,96.54721422966257,97.33413820959206,top,Energy,False,False,False
Overbot Vol Spike,Overflow,JEF,2022-07-27,2,-35.0,675.0,0.020841640067113146,0.15,False,False,True,True,-0.05268677846812682,2022-07-28,-0.05185185185185185,2022,base,P2,P2,Time,87.93164200140944,87.64322228098008,97.75935074100211,93.74226621884391,91.76912031055888,bottom,Financial Services,False,False,False
3x ETF Overbot Fade,Liquid,TQQQ,2022-08-01,1,-5303.0,4500.0,-0.35801844890749857,1.0,False,False,True,False,,2022-08-02,-1.1784444444444444,2022,base,P2,P1,Time,87.7908830092445,96.68155711550735,99.1690635985938,98.81334188582424,95.61371140229247,top,UNKNOWN,False,False,False
3x ETF Overbot Fade,Liquid,TECL,2022-08-04,1,3151.0,4500.0,-0.8327731219139629,1.0,False,False,True,False,,2022-08-05,0.7002222222222222,2022,base,P2,P1,Time,96.1707103186203,91.9836161497952,94.25725168473484,98.82422104644327,95.3089497998984,top,UNKNOWN,False,False,False
3x ETF Overbot Fade,Liquid,TQQQ,2022-08-04,1,3676.0,4500.0,-0.7790359540156695,1.0,False,False,True,False,,2022-08-05,0.8168888888888889,2022,base,P2,P1,Time,97.10191082802547,96.36595473382212,93.29501915708812,98.7183595001602,96.37031105477398,top,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,GME,2022-08-05,2,3512.0,3375.0,0.5314604540511054,0.75,False,False,False,True,1.068039335514811,2022-08-08,1.0405925925925925,2022,base,P1,P1,Mixed,90.80325960419093,97.04911667637352,89.17605907500972,88.51022395326193,91.38466482720902,bottom,Consumer Cyclical,False,False,False
Overbot Vol Spike,Liquid,UNP,2022-08-10,2,522.0,997.3404255319149,0.3303048651832576,0.75,False,False,True,True,0.5236235528918813,2022-08-11,0.523392,2022,base,P1,P1,Time,92.94759057333802,89.17825092380784,91.84572032405777,96.64725604376213,92.65470446624144,bottom,Industrials,False,False,False
Overbot Vol Spike,Liquid,CSX,2022-08-10,2,170.0,199.46808510638294,0.12200906246103731,0.15,False,False,False,True,0.7499573119511779,2022-08-11,0.8522666666666668,2022,base,P2,P2,Mixed,92.34963067182554,87.78814006686609,88.76364917224376,98.39421210517028,91.8239080040264,bottom,Industrials,False,False,False
Overbot Vol Spike,Liquid,GS,2022-08-10,2,-153.0,997.3404255319149,0.3228487086236732,0.75,False,False,True,True,-0.15367774843942678,2022-08-11,-0.153408,2022,base,P1,P1,Time,92.54308828702075,86.13408411050501,88.51708348009862,96.54137991882831,90.93390894911317,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,HBAN,2022-08-10,2,-217.0,997.3404255319149,0.3225800741112147,0.75,False,False,True,True,-0.2177382783489217,2022-08-11,-0.21757866666666667,2022,base,P1,P1,Time,91.71649665845938,86.78514868907268,88.78126100739698,93.29451208752427,90.14435461061333,bottom,Financial Services,False,False,False
3x ETF Overbot Fade,Liquid,TNA,2022-08-11,1,-2787.0,4500.0,0.2879476091270923,1.0,False,False,True,False,,2022-08-12,-0.6193333333333333,2022,base,P1,P1,Time,95.42426875181002,89.10144927536233,91.08853410740203,98.68957483983692,93.57595674360283,bottom,UNKNOWN,False,False,False
3x ETF Overbot Fade,Liquid,FAS,2022-08-11,1,-3587.0,4500.0,0.36019671742028314,1.0,False,False,True,False,,2022-08-12,-0.7971111111111111,2022,base,P1,P1,Time,96.35099913119028,95.18840579710145,92.22060957910014,97.46651135701806,95.30663146610249,top,UNKNOWN,False,False,False
Overbot Vol Spike,Overflow,BBT,2022-08-11,2,-60.0,160.25641025641028,0.17920283257074818,0.125,False,False,True,True,-0.37897171046762695,2022-08-12,-0.37439999999999996,2022,base,P2,P2,Time,88.6412652767793,85.14655637475275,91.16270698344132,98.84580703336339,90.94908391708418,bottom,Financial Services,False,False,False
Overbot Vol Spike,Overflow,FLEX,2022-08-11,2,107.0,160.25641025641028,0.11680366474575223,0.125,False,False,True,True,0.6665243367600163,2022-08-12,0.6676799999999999,2022,base,P2,P2,Time,97.59099701072623,93.98311048557353,93.64324705053707,97.65349329569513,95.71771196063298,top,Technology,False,False,False
Overbot Vol Spike,Overflow,CBRL,2022-08-11,2,-56.0,160.2564102564103,0.14305012292769856,0.125,False,False,True,True,-0.34994079380255727,2022-08-12,-0.3494399999999999,2022,base,P2,P2,Time,96.44803938807807,95.42575650950035,91.58302518048951,95.65984474241354,94.77916645512038,top,Consumer Cyclical,False,False,False
3x ETF Overbot Fade,Liquid,SPXL,2022-08-12,1,787.0,4500.0,-0.3873694035675459,1.0,False,False,True,False,,2022-08-15,0.1748888888888889,2022,base,P2,P1,Time,89.75173210161664,93.0944813637677,87.8761574074074,99.41944847605225,92.53545483721099,bottom,UNKNOWN,False,False,False
3x ETF Overbot Fade,Liquid,TNA,2022-08-12,1,4000.0,4500.0,-0.4822220579050708,1.0,False,False,True,False,,2022-08-15,0.8888888888888888,2022,base,P2,P1,Time,90.4169079328315,94.69718922051578,95.41497388276262,99.65065502183405,95.044931514486,top,UNKNOWN,False,False,False
3x ETF Overbot Fade,Liquid,FAS,2022-08-12,1,-1291.0,4500.0,-0.6675724226218744,1.0,False,False,True,False,,2022-08-15,-0.2868888888888889,2022,base,P2,P1,Time,94.35437174290678,96.72558678643871,93.12246082414394,99.03930131004367,95.81043016588328,top,UNKNOWN,False,False,False
Overbot Vol Spike,Liquid,XLY,2022-08-15,2,602.0,675.0,0.06471000609326663,0.15,False,False,False,True,0.8194729744624176,2022-08-16,0.8918518518518519,2022,base,P2,P2,Mixed,94.76182105818246,91.64614843475202,88.47033972892096,99.34744268077601,93.55643797565786,bottom,Consumer Cyclical,False,False,False
3x ETF Overbot Fade,Liquid,UDOW,2022-08-15,1,85.0,2343.75,-0.16699608541418853,1.0,False,False,True,False,,2022-08-16,0.03626666666666667,2022,base,P2,P1,Time,91.76993962503973,94.94274809160305,88.59509397897419,98.11381074168798,93.35539810932625,bottom,UNKNOWN,False,False,False
