date,event,detail,ref_period,time_et,source
2027-01-15,opex,monthly options expiration,,16:00,computed
2027-01-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-01-27,fomc_decision,January 26-27 Meeting - 2027,,14:00,fed:fomccalendars
2027-02-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-02-19,opex,monthly options expiration,,16:00,computed
2027-03-17,fomc_decision,March 16-17* Meeting - 2027,,14:00,fed:fomccalendars
2027-03-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-03-19,opex,quad witching,,16:00,computed
2027-03-19,quad_witching,quad witching,,16:00,computed
2027-04-16,opex,monthly options expiration,,16:00,computed
2027-04-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-04-28,fomc_decision,April 27-28 Meeting - 2027,,14:00,fed:fomccalendars
2027-05-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-05-21,opex,monthly options expiration,,16:00,computed
2027-06-09,fomc_decision,June 8-9* Meeting - 2027,,14:00,fed:fomccalendars
2027-06-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-06-18,opex,quad witching,,16:00,computed
2027-06-18,quad_witching,quad witching,,16:00,computed
2027-07-16,opex,monthly options expiration,,16:00,computed
2027-07-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-07-28,fomc_decision,July 27-28 Meeting - 2027,,14:00,fed:fomccalendars
2027-08-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-08-20,opex,monthly options expiration,,16:00,computed
2027-09-15,fomc_decision,September 14-15* Meeting - 2027,,14:00,fed:fomccalendars
2027-09-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-09-17,opex,quad witching,,16:00,computed
2027-09-17,quad_witching,quad witching,,16:00,computed
2027-10-15,opex,monthly options expiration,,16:00,computed
2027-10-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-10-27,fomc_decision,October 26-27 Meeting - 2027,,14:00,fed:fomccalendars
2027-11-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2027-11-19,opex,monthly options expiration,,16:00,computed
2027-12-08,fomc_decision,December 7-8* Meeting - 2027,,14:00,fed:fomccalendars
2027-12-17,opex,quad witching,,16:00,computed
2027-12-17,quad_witching,quad witching,,16:00,computed
2027-12-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
