ticker,event,era,td,mean_bps,t,N,hit
QQQ,cpi,2000-2012,-5,-6.0,-0.36,155,0.458
QQQ,cpi,2000-2012,-4,13.6,0.83,155,0.581
QQQ,cpi,2000-2012,-3,15.0,0.89,155,0.529
QQQ,cpi,2000-2012,-2,-7.7,-0.5,155,0.523
QQQ,cpi,2000-2012,-1,-12.1,-0.68,155,0.535
QQQ,cpi,2000-2012,0,3.5,0.24,156,0.545
QQQ,cpi,2000-2012,1,3.8,0.2,155,0.497
QQQ,cpi,2000-2012,2,10.4,0.66,155,0.561
QQQ,cpi,2000-2012,3,2.7,0.18,155,0.516
QQQ,cpi,2000-2012,4,-26.9,-1.74,155,0.503
QQQ,cpi,2000-2012,5,5.4,0.34,155,0.529
QQQ,cpi,2013-2019,-5,20.2,1.71,84,0.655
QQQ,cpi,2013-2019,-4,11.6,1.08,84,0.595
QQQ,cpi,2013-2019,-3,-1.5,-0.13,84,0.524
QQQ,cpi,2013-2019,-2,9.7,0.94,84,0.607
QQQ,cpi,2013-2019,-1,13.4,1.24,84,0.548
QQQ,cpi,2013-2019,0,23.8,2.76,84,0.643
QQQ,cpi,2013-2019,1,17.5,1.5,84,0.536
QQQ,cpi,2013-2019,2,2.1,0.2,84,0.548
QQQ,cpi,2013-2019,3,8.5,0.75,84,0.667
QQQ,cpi,2013-2019,4,7.8,0.89,84,0.524
QQQ,cpi,2013-2019,5,11.1,1.01,84,0.56
QQQ,cpi,2020+,-5,-22.3,-1.17,78,0.436
QQQ,cpi,2020+,-4,14.6,0.73,78,0.628
QQQ,cpi,2020+,-3,1.3,0.08,78,0.59
QQQ,cpi,2020+,-2,-1.9,-0.11,78,0.603
QQQ,cpi,2020+,-1,38.8,1.69,78,0.538
QQQ,cpi,2020+,0,14.7,0.72,78,0.564
QQQ,cpi,2020+,1,4.2,0.2,78,0.641
QQQ,cpi,2020+,2,35.0,1.98,78,0.641
QQQ,cpi,2020+,3,4.5,0.22,78,0.564
QQQ,cpi,2020+,4,-0.9,-0.05,78,0.5
QQQ,cpi,2020+,5,-23.9,-1.7,78,0.397
QQQ,cpi,full,-5,-3.1,-0.31,317,0.505
QQQ,cpi,full,-4,13.3,1.36,317,0.596
QQQ,cpi,full,-3,7.2,0.76,317,0.543
QQQ,cpi,full,-2,-1.6,-0.18,317,0.565
QQQ,cpi,full,-1,7.2,0.67,317,0.539
QQQ,cpi,full,0,11.6,1.28,318,0.575
QQQ,cpi,full,1,7.5,0.69,317,0.543
QQQ,cpi,full,2,14.2,1.53,317,0.577
QQQ,cpi,full,3,4.7,0.5,317,0.568
QQQ,cpi,full,4,-11.3,-1.23,317,0.508
QQQ,cpi,full,5,-0.3,-0.03,317,0.505
QQQ,nfp,2000-2012,-5,-5.1,-0.36,154,0.448
QQQ,nfp,2000-2012,-4,1.6,0.11,154,0.545
QQQ,nfp,2000-2012,-3,9.8,0.54,154,0.539
QQQ,nfp,2000-2012,-2,11.2,0.77,153,0.562
QQQ,nfp,2000-2012,-1,11.1,0.55,155,0.606
QQQ,nfp,2000-2012,0,1.9,0.11,156,0.487
QQQ,nfp,2000-2012,1,-16.6,-1.05,154,0.494
QQQ,nfp,2000-2012,2,-12.3,-0.72,154,0.487
QQQ,nfp,2000-2012,3,-27.4,-1.71,154,0.481
QQQ,nfp,2000-2012,4,17.9,1.04,154,0.539
QQQ,nfp,2000-2012,5,-10.2,-0.68,154,0.506
QQQ,nfp,2013-2019,-5,11.1,1.16,83,0.554
QQQ,nfp,2013-2019,-4,-15.9,-1.61,83,0.518
QQQ,nfp,2013-2019,-3,12.1,1.07,83,0.566
QQQ,nfp,2013-2019,-2,16.2,1.44,84,0.619
QQQ,nfp,2013-2019,-1,0.4,0.04,84,0.548
QQQ,nfp,2013-2019,0,25.5,1.92,84,0.631
QQQ,nfp,2013-2019,1,9.4,0.87,84,0.607
QQQ,nfp,2013-2019,2,5.5,0.59,84,0.56
QQQ,nfp,2013-2019,3,14.9,1.32,84,0.595
QQQ,nfp,2013-2019,4,-5.2,-0.46,84,0.476
QQQ,nfp,2013-2019,5,1.5,0.14,84,0.56
QQQ,nfp,2020+,-5,12.5,0.71,78,0.564
QQQ,nfp,2020+,-4,46.1,2.98,78,0.667
QQQ,nfp,2020+,-3,10.3,0.68,78,0.526
QQQ,nfp,2020+,-2,28.9,1.57,78,0.615
QQQ,nfp,2020+,-1,-8.6,-0.44,78,0.526
QQQ,nfp,2020+,0,-17.5,-0.93,78,0.526
QQQ,nfp,2020+,1,-14.6,-0.7,78,0.59
QQQ,nfp,2020+,2,21.9,1.38,78,0.526
QQQ,nfp,2020+,3,39.2,1.75,78,0.603
QQQ,nfp,2020+,4,15.1,0.69,78,0.641
QQQ,nfp,2020+,5,36.4,2.1,78,0.654
QQQ,nfp,full,-5,3.5,0.41,315,0.505
QQQ,nfp,full,-4,8.0,0.91,315,0.568
QQQ,nfp,full,-3,10.5,1.05,315,0.543
QQQ,nfp,full,-2,16.9,1.9,315,0.59
QQQ,nfp,full,-1,3.4,0.3,317,0.571
QQQ,nfp,full,0,3.4,0.32,318,0.535
QQQ,nfp,full,1,-9.2,-0.95,316,0.547
QQQ,nfp,full,2,0.9,0.09,316,0.516
QQQ,nfp,full,3,0.3,0.03,316,0.541
QQQ,nfp,full,4,11.1,1.06,316,0.547
QQQ,nfp,full,5,4.4,0.49,316,0.557
QQQ,ppi,2000-2012,-5,9.5,0.58,155,0.516
QQQ,ppi,2000-2012,-4,-26.3,-1.68,155,0.497
QQQ,ppi,2000-2012,-3,6.4,0.38,155,0.548
QQQ,ppi,2000-2012,-2,-0.0,-0.0,155,0.477
QQQ,ppi,2000-2012,-1,-6.9,-0.42,155,0.523
QQQ,ppi,2000-2012,0,1.9,0.11,156,0.506
QQQ,ppi,2000-2012,1,-7.3,-0.46,155,0.516
QQQ,ppi,2000-2012,2,15.2,0.93,155,0.542
QQQ,ppi,2000-2012,3,10.1,0.56,155,0.555
QQQ,ppi,2000-2012,4,25.8,1.52,155,0.548
QQQ,ppi,2000-2012,5,-15.6,-1.19,155,0.497
QQQ,ppi,2013-2019,-5,9.4,0.82,84,0.583
QQQ,ppi,2013-2019,-4,1.5,0.14,84,0.631
QQQ,ppi,2013-2019,-3,22.9,2.44,84,0.631
QQQ,ppi,2013-2019,-2,4.9,0.39,84,0.548
QQQ,ppi,2013-2019,-1,20.8,2.26,84,0.595
QQQ,ppi,2013-2019,0,-6.0,-0.52,84,0.488
QQQ,ppi,2013-2019,1,14.4,1.58,84,0.607
QQQ,ppi,2013-2019,2,24.2,2.7,84,0.607
QQQ,ppi,2013-2019,3,10.3,1.05,84,0.583
QQQ,ppi,2013-2019,4,15.7,1.35,84,0.655
QQQ,ppi,2013-2019,5,4.1,0.4,84,0.548
QQQ,ppi,2020+,-5,15.7,0.97,78,0.654
QQQ,ppi,2020+,-4,-6.4,-0.37,78,0.513
QQQ,ppi,2020+,-3,10.8,0.45,78,0.577
QQQ,ppi,2020+,-2,31.0,1.4,78,0.628
QQQ,ppi,2020+,-1,-5.9,-0.32,78,0.538
QQQ,ppi,2020+,0,0.7,0.04,78,0.564
QQQ,ppi,2020+,1,47.9,2.65,78,0.603
QQQ,ppi,2020+,2,-18.2,-0.82,78,0.526
QQQ,ppi,2020+,3,18.8,1.02,78,0.577
QQQ,ppi,2020+,4,-25.5,-1.69,78,0.372
QQQ,ppi,2020+,5,1.8,0.13,78,0.526
QQQ,ppi,full,-5,11.0,1.16,317,0.568
QQQ,ppi,full,-4,-14.0,-1.52,317,0.536
QQQ,ppi,full,-3,11.9,1.14,317,0.577
QQQ,ppi,full,-2,8.9,0.82,317,0.533
QQQ,ppi,full,-1,0.7,0.07,317,0.546
QQQ,ppi,full,0,-0.5,-0.05,318,0.516
QQQ,ppi,full,1,12.1,1.31,317,0.562
QQQ,ppi,full,2,9.4,0.94,317,0.555
QQQ,ppi,full,3,12.3,1.21,317,0.568
QQQ,ppi,full,4,10.5,1.09,317,0.533
QQQ,ppi,full,5,-6.1,-0.78,317,0.517
QQQ,opex,2000-2012,-5,4.2,0.28,156,0.551
QQQ,opex,2000-2012,-4,1.5,0.08,156,0.538
QQQ,opex,2000-2012,-3,36.3,2.23,156,0.596
QQQ,opex,2000-2012,-2,-10.3,-0.59,156,0.506
QQQ,opex,2000-2012,-1,-2.1,-0.13,156,0.494
QQQ,opex,2000-2012,0,-22.1,-1.81,156,0.506
QQQ,opex,2000-2012,1,-11.1,-0.67,156,0.513
QQQ,opex,2000-2012,2,-9.9,-0.63,156,0.481
QQQ,opex,2000-2012,3,10.2,0.71,156,0.558
QQQ,opex,2000-2012,4,11.1,0.74,156,0.526
QQQ,opex,2000-2012,5,2.9,0.19,156,0.506
QQQ,opex,2013-2019,-5,-1.6,-0.14,84,0.56
QQQ,opex,2013-2019,-4,6.2,0.56,84,0.595
QQQ,opex,2013-2019,-3,37.0,4.07,84,0.667
QQQ,opex,2013-2019,-2,10.6,0.99,84,0.607
QQQ,opex,2013-2019,-1,9.4,0.87,84,0.571
QQQ,opex,2013-2019,0,-8.2,-0.74,84,0.452
QQQ,opex,2013-2019,1,15.2,1.43,84,0.69
QQQ,opex,2013-2019,2,8.7,0.77,84,0.56
QQQ,opex,2013-2019,3,9.0,0.8,84,0.536
QQQ,opex,2013-2019,4,23.8,2.2,84,0.571
QQQ,opex,2013-2019,5,-9.2,-0.76,84,0.476
QQQ,opex,2020+,-5,12.8,0.66,79,0.608
QQQ,opex,2020+,-4,17.4,0.81,79,0.658
QQQ,opex,2020+,-3,29.2,1.59,79,0.557
QQQ,opex,2020+,-2,-14.8,-1.01,79,0.506
QQQ,opex,2020+,-1,-8.2,-0.51,79,0.468
QQQ,opex,2020+,0,-22.2,-1.64,79,0.405
QQQ,opex,2020+,1,10.6,0.68,79,0.62
QQQ,opex,2020+,2,28.8,1.68,79,0.557
QQQ,opex,2020+,3,17.3,1.16,79,0.62
QQQ,opex,2020+,4,-13.2,-0.72,79,0.443
QQQ,opex,2020+,5,18.8,1.14,79,0.646
QQQ,opex,full,-5,4.8,0.52,319,0.567
QQQ,opex,full,-4,6.7,0.63,319,0.583
QQQ,opex,full,-3,34.7,3.68,319,0.605
QQQ,opex,full,-2,-5.9,-0.61,319,0.533
QQQ,opex,full,-1,-0.6,-0.06,319,0.508
QQQ,opex,full,0,-18.4,-2.48,319,0.467
QQQ,opex,full,1,1.2,0.13,319,0.586
QQQ,opex,full,2,4.6,0.49,319,0.52
QQQ,opex,full,3,11.6,1.38,319,0.567
QQQ,opex,full,4,8.4,0.92,319,0.517
QQQ,opex,full,5,3.7,0.41,319,0.533
QQQ,quad_witching,2000-2012,-5,-1.4,-0.06,52,0.615
QQQ,quad_witching,2000-2012,-4,-31.4,-0.89,52,0.462
QQQ,quad_witching,2000-2012,-3,36.5,1.43,52,0.596
QQQ,quad_witching,2000-2012,-2,-54.3,-2.12,52,0.442
QQQ,quad_witching,2000-2012,-1,-22.1,-0.81,52,0.462
QQQ,quad_witching,2000-2012,0,7.2,0.41,52,0.596
QQQ,quad_witching,2000-2012,1,3.6,0.12,52,0.519
QQQ,quad_witching,2000-2012,2,-11.0,-0.42,52,0.481
QQQ,quad_witching,2000-2012,3,-2.0,-0.09,52,0.538
QQQ,quad_witching,2000-2012,4,-4.0,-0.14,52,0.442
QQQ,quad_witching,2000-2012,5,-0.3,-0.01,52,0.385
QQQ,quad_witching,2013-2019,-5,-37.9,-1.79,28,0.393
QQQ,quad_witching,2013-2019,-4,15.5,0.83,28,0.607
QQQ,quad_witching,2013-2019,-3,29.0,2.07,28,0.679
QQQ,quad_witching,2013-2019,-2,22.9,1.46,28,0.607
QQQ,quad_witching,2013-2019,-1,15.7,0.87,28,0.571
QQQ,quad_witching,2013-2019,0,-30.8,-1.79,28,0.321
QQQ,quad_witching,2013-2019,1,-1.1,-0.07,28,0.607
QQQ,quad_witching,2013-2019,2,4.7,0.18,28,0.536
QQQ,quad_witching,2013-2019,3,17.2,1.16,28,0.643
QQQ,quad_witching,2013-2019,4,-10.6,-0.64,28,0.393
QQQ,quad_witching,2013-2019,5,-32.5,-1.56,28,0.393
QQQ,quad_witching,2020+,-5,19.7,0.47,26,0.577
QQQ,quad_witching,2020+,-4,-8.8,-0.16,26,0.654
QQQ,quad_witching,2020+,-3,48.8,1.13,26,0.654
QQQ,quad_witching,2020+,-2,-1.6,-0.05,26,0.538
QQQ,quad_witching,2020+,-1,-9.1,-0.26,26,0.5
QQQ,quad_witching,2020+,0,-35.5,-1.53,26,0.308
QQQ,quad_witching,2020+,1,25.2,1.01,26,0.692
QQQ,quad_witching,2020+,2,72.8,2.18,26,0.654
QQQ,quad_witching,2020+,3,-30.8,-1.23,26,0.5
QQQ,quad_witching,2020+,4,27.2,0.82,26,0.577
QQQ,quad_witching,2020+,5,-25.0,-0.88,26,0.5
QQQ,quad_witching,full,-5,-5.9,-0.37,106,0.547
QQQ,quad_witching,full,-4,-13.5,-0.6,106,0.547
QQQ,quad_witching,full,-3,37.5,2.25,106,0.632
QQQ,quad_witching,full,-2,-21.0,-1.35,106,0.509
QQQ,quad_witching,full,-1,-8.9,-0.54,106,0.5
QQQ,quad_witching,full,0,-13.3,-1.17,106,0.453
QQQ,quad_witching,full,1,7.6,0.48,106,0.585
QQQ,quad_witching,full,2,13.7,0.81,106,0.538
QQQ,quad_witching,full,3,-4.0,-0.3,106,0.557
QQQ,quad_witching,full,4,1.9,0.11,106,0.462
QQQ,quad_witching,full,5,-14.9,-0.98,106,0.415
QQQ,jackson_hole,2000-2012,-5,3.4,0.06,13,0.462
QQQ,jackson_hole,2000-2012,-4,-37.3,-1.42,13,0.615
QQQ,jackson_hole,2000-2012,-3,-51.8,-0.93,13,0.308
QQQ,jackson_hole,2000-2012,-2,21.7,0.48,13,0.615
QQQ,jackson_hole,2000-2012,-1,-19.1,-0.47,13,0.538
QQQ,jackson_hole,2000-2012,0,68.1,2.49,13,0.769
QQQ,jackson_hole,2000-2012,1,-30.2,-0.57,13,0.462
QQQ,jackson_hole,2000-2012,2,-0.8,-0.06,13,0.462
QQQ,jackson_hole,2000-2012,3,16.7,0.34,13,0.615
QQQ,jackson_hole,2000-2012,4,39.4,1.0,13,0.462
QQQ,jackson_hole,2000-2012,5,-6.9,-0.17,13,0.538
QQQ,jackson_hole,2013-2019,-5,-34.2,-0.48,7,0.429
QQQ,jackson_hole,2013-2019,-4,-25.7,-0.4,7,0.429
QQQ,jackson_hole,2013-2019,-3,27.4,0.99,7,0.714
QQQ,jackson_hole,2013-2019,-2,70.9,0.95,7,0.429
QQQ,jackson_hole,2013-2019,-1,39.9,1.01,7,0.429
QQQ,jackson_hole,2013-2019,0,-21.4,-0.42,7,0.571
QQQ,jackson_hole,2013-2019,1,30.6,0.94,7,0.857
QQQ,jackson_hole,2013-2019,2,-72.4,-1.44,7,0.429
QQQ,jackson_hole,2013-2019,3,83.0,2.17,7,0.857
QQQ,jackson_hole,2013-2019,4,39.8,1.43,7,0.571
QQQ,jackson_hole,2013-2019,5,-19.8,-0.93,7,0.429
QQQ,jackson_hole,2020+,-5,0.6,0.01,6,0.5
QQQ,jackson_hole,2020+,-4,40.7,0.62,6,0.667
QQQ,jackson_hole,2020+,-3,-14.4,-0.52,6,0.333
QQQ,jackson_hole,2020+,-2,44.0,1.49,6,0.833
QQQ,jackson_hole,2020+,-1,-15.3,-0.21,6,0.333
QQQ,jackson_hole,2020+,0,-0.6,-0.01,6,0.667
QQQ,jackson_hole,2020+,1,2.3,0.06,6,0.5
QQQ,jackson_hole,2020+,2,41.5,0.94,6,0.667
QQQ,jackson_hole,2020+,3,14.5,0.36,6,0.667
QQQ,jackson_hole,2020+,4,28.7,1.65,6,0.667
QQQ,jackson_hole,2020+,5,-104.1,-1.16,6,0.333
QQQ,jackson_hole,full,-5,-7.4,-0.21,26,0.462
QQQ,jackson_hole,full,-4,-16.2,-0.62,26,0.577
QQQ,jackson_hole,full,-3,-21.9,-0.74,26,0.423
QQQ,jackson_hole,full,-2,40.1,1.34,26,0.615
QQQ,jackson_hole,full,-1,-2.3,-0.09,26,0.462
QQQ,jackson_hole,full,0,28.1,1.02,26,0.692
QQQ,jackson_hole,full,1,-6.3,-0.22,26,0.577
QQQ,jackson_hole,full,2,-10.3,-0.54,26,0.5
QQQ,jackson_hole,full,3,34.1,1.2,26,0.692
QQQ,jackson_hole,full,4,37.0,1.77,26,0.538
QQQ,jackson_hole,full,5,-32.8,-1.14,26,0.462
IWM,fomc_decision,2000-2012,-5,-5.3,-0.33,101,0.465
IWM,fomc_decision,2000-2012,-4,1.1,0.08,101,0.465
IWM,fomc_decision,2000-2012,-3,-10.3,-0.66,101,0.564
IWM,fomc_decision,2000-2012,-2,-9.6,-0.72,101,0.475
IWM,fomc_decision,2000-2012,-1,-0.3,-0.02,101,0.535
IWM,fomc_decision,2000-2012,0,54.0,3.02,101,0.624
IWM,fomc_decision,2000-2012,1,-2.4,-0.13,102,0.5
IWM,fomc_decision,2000-2012,2,12.3,0.83,102,0.559
IWM,fomc_decision,2000-2012,3,17.3,1.01,102,0.49
IWM,fomc_decision,2000-2012,4,6.0,0.4,102,0.529
IWM,fomc_decision,2000-2012,5,-7.8,-0.47,102,0.5
IWM,fomc_decision,2013-2019,-5,9.2,0.8,56,0.625
IWM,fomc_decision,2013-2019,-4,16.1,1.45,56,0.571
IWM,fomc_decision,2013-2019,-3,-8.2,-0.62,56,0.5
IWM,fomc_decision,2013-2019,-2,-21.4,-2.02,56,0.411
IWM,fomc_decision,2013-2019,-1,32.0,2.95,56,0.643
IWM,fomc_decision,2013-2019,0,-6.3,-0.44,56,0.464
IWM,fomc_decision,2013-2019,1,-9.1,-0.64,56,0.482
IWM,fomc_decision,2013-2019,2,-4.3,-0.26,56,0.5
IWM,fomc_decision,2013-2019,3,-3.3,-0.2,56,0.554
IWM,fomc_decision,2013-2019,4,-13.8,-0.88,56,0.482
IWM,fomc_decision,2013-2019,5,6.9,0.59,56,0.554
IWM,fomc_decision,2020+,-5,15.7,0.9,52,0.519
IWM,fomc_decision,2020+,-4,4.5,0.26,52,0.519
IWM,fomc_decision,2020+,-3,-2.0,-0.1,52,0.481
IWM,fomc_decision,2020+,-2,36.7,1.88,52,0.712
IWM,fomc_decision,2020+,-1,-1.0,-0.05,52,0.481
IWM,fomc_decision,2020+,0,21.6,0.86,52,0.558
IWM,fomc_decision,2020+,1,-25.8,-0.89,52,0.442
IWM,fomc_decision,2020+,2,-20.7,-0.95,52,0.404
IWM,fomc_decision,2020+,3,22.5,0.99,52,0.538
IWM,fomc_decision,2020+,4,24.0,1.53,52,0.615
IWM,fomc_decision,2020+,5,-21.5,-1.09,52,0.404
IWM,fomc_decision,full,-5,3.8,0.4,209,0.522
IWM,fomc_decision,full,-4,6.0,0.7,209,0.507
IWM,fomc_decision,full,-3,-7.7,-0.79,209,0.526
IWM,fomc_decision,full,-2,-1.3,-0.14,209,0.517
IWM,fomc_decision,full,-1,8.2,0.78,209,0.55
IWM,fomc_decision,full,0,29.8,2.6,209,0.565
IWM,fomc_decision,full,1,-10.0,-0.82,210,0.481
IWM,fomc_decision,full,2,-0.3,-0.03,210,0.505
IWM,fomc_decision,full,3,13.1,1.2,210,0.519
IWM,fomc_decision,full,4,5.2,0.56,210,0.538
IWM,fomc_decision,full,5,-7.3,-0.74,210,0.49
IWM,fomc_minutes,2000-2012,-5,7.9,0.46,102,0.549
IWM,fomc_minutes,2000-2012,-4,17.1,1.18,102,0.51
IWM,fomc_minutes,2000-2012,-3,-19.2,-1.25,102,0.471
IWM,fomc_minutes,2000-2012,-2,25.1,1.92,102,0.588
IWM,fomc_minutes,2000-2012,-1,1.6,0.1,101,0.495
IWM,fomc_minutes,2000-2012,0,-11.1,-0.66,101,0.495
IWM,fomc_minutes,2000-2012,1,-0.9,-0.05,102,0.51
