signal_date,ticker,t_clean,tier,close,atr,nearest_type,nearest_level,nearest_date,nearest_source_age_bars,high_age,low_age,high_expired,low_expired,distance_atr,matched_rule,proposed_action,proposed_offset_atr,affected,staged_with,staged_without
2023-10-23,MFC,MFC,Overflow,15.887289047241211,0.3415431295122419,Low,15.941728591918945,2023-08-22,43.0,59.0,43.0,False,False,-0.1593928847448331,default,stage,0.25,False,True,True
2023-10-02,MGA,MGA,Overflow,47.71708679199219,1.367342812674386,Low,43.2889518737793,2023-05-31,85.0,44.0,85.0,False,False,3.238496503705534,default,stage,0.25,False,True,True
2023-10-03,MGA,MGA,Overflow,46.958953857421875,1.2551705496651786,Low,43.2889518737793,2023-05-31,86.0,45.0,86.0,False,False,2.923907021736261,default,stage,0.25,False,True,True
2011-05-05,MLKN,MLKN,Overflow,17.764799118041992,0.5754195622035435,Low,11.809146881103516,2010-08-31,171.0,262.0,171.0,True,False,10.350103868786755,default,stage,0.25,False,True,True
2011-05-24,MLKN,MLKN,Overflow,16.36439323425293,0.5986223220825195,Low,11.809146881103516,2010-08-31,184.0,275.0,184.0,True,False,7.609549769715199,default,stage,0.25,False,True,True
2018-02-28,MLKN,MLKN,Overflow,29.015335083007812,0.8850084032331195,High,29.352357864379883,2017-10-02,102.0,102.0,74.0,False,False,-0.3808130862270416,default,stage,0.25,False,True,True
2024-04-17,MLKN,MLKN,Overflow,22.572328567504883,1.2450971603393555,High,27.11016273498535,2023-12-14,84.0,84.0,151.0,False,False,-3.644562297647251,default,stage,0.25,False,True,True
2014-04-10,MNRO,MNRO,Overflow,40.67110824584961,0.931995119367327,High,36.884456634521484,2013-07-10,190.0,190.0,176.0,False,False,4.062952190027181,above_high_4_5,stage,0.75,True,True,True
2012-07-19,MNST,MNST,Overflow,11.305000305175781,0.3801189831324986,Low,5.742499828338623,2011-08-08,239.0,561.0,239.0,True,False,14.633577178907242,default,stage,0.25,False,True,True
2026-08-20,MOD,MOD,Overflow,190.74000549316406,11.862144470214844,Low,119.68000030517578,2026-01-07,155.0,55.0,155.0,False,False,5.9904855624053335,default,stage,0.25,False,True,True
2021-05-10,MPWR,MPWR,Overflow,310.3356018066406,13.89817374093192,Low,290.72174072265625,2021-03-08,44.0,75.0,44.0,False,False,1.41125456118159,default,stage,0.25,False,True,True
2021-05-13,MRVL,MRVL,Overflow,40.80146789550781,1.7290197099958147,Low,39.24422073364258,2021-03-08,47.0,76.0,47.0,False,False,0.9006532157282371,default,stage,0.25,False,True,True
